"","X..contig","classification","reason","lineage","lineage.scores","superkingdom","phylum","class","order","family","genus","species"
"39456","MG1058_m54329U_210919_100542_2361297_ccs","taxid assigned","based on 12/12 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.80;0.80;0.80","Bacteria: 1.00","Candidatus Marinimicrobia: 0.80",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.80"
"39474","MG1058_m54329U_210919_100542_23659534_ccs","taxid assigned","based on 8/10 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;1.00;0.52","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.52"
"39497","MG1058_m54329U_210919_100542_23661124_ccs","taxid assigned","based on 4/6 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;1.00;0.92;0.92;0.92","Bacteria: 1.00","Candidatus Marinimicrobia: 0.92",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.92"
"39499","MG1058_m54329U_210919_100542_23661296_ccs","taxid assigned","based on 24/24 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;1.00;1.00","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 1.00"
"39503","MG1058_m54329U_210919_100542_23724527_ccs","taxid assigned","based on 33/34 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;0.96;0.85;0.85;0.62","Bacteria: 0.96","Candidatus Marinimicrobia: 0.85",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.62"
"39523","MG1058_m54329U_210919_100542_23726352_ccs","taxid assigned","based on 13/14 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.92;0.83;0.83","Bacteria: 1.00","Candidatus Marinimicrobia: 0.83",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.83"
"39529","MG1058_m54329U_210919_100542_23789746_ccs","taxid assigned","based on 7/7 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;1.00;1.00;1.00;0.88","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.88"
"39554","MG1058_m54329U_210919_100542_23791881_ccs","taxid assigned","based on 14/14 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;1.00;0.90;0.87;0.53","Bacteria: 1.00","Candidatus Marinimicrobia: 0.87",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.53"
"39587","MG1058_m54329U_210919_100542_23857386_ccs","taxid assigned","based on 9/14 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;1.00;1.00;1.00;0.79","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.79"
"39598","MG1058_m54329U_210919_100542_23920960_ccs","taxid assigned","based on 11/12 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.83;0.83;0.75","Bacteria: 1.00","Candidatus Marinimicrobia: 0.83",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.75"
"39615","MG1058_m54329U_210919_100542_23923357_ccs","taxid assigned","based on 8/16 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;0.97;0.92;0.92;0.86","Bacteria: 0.97","Candidatus Marinimicrobia: 0.92",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.86"
"39623","MG1058_m54329U_210919_100542_23986758_ccs","taxid assigned","based on 15/16 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;0.97;0.71;0.71;0.71","Bacteria: 0.97","Candidatus Marinimicrobia: 0.71",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.71"
"39634","MG1058_m54329U_210919_100542_23987843_ccs","taxid assigned","based on 8/9 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;1.00;1.00","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 1.00"
"39636","MG1058_m54329U_210919_100542_23988238_ccs","taxid assigned","based on 1/2 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;1.00;1.00","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 1.00"
"39644","MG1058_m54329U_210919_100542_24051844_ccs","taxid assigned","based on 10/12 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;0.92;0.81;0.81;0.75","Bacteria: 0.92","Candidatus Marinimicrobia: 0.81",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.75"
"39646","MG1058_m54329U_210919_100542_24052178_ccs","taxid assigned","based on 6/6 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;1.00;1.00;1.00;0.90","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.90"
"39676","MG1058_m54329U_210919_100542_24118269_ccs","taxid assigned","based on 8/8 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;1.00;0.88;0.70;0.58","Bacteria: 1.00","Candidatus Marinimicrobia: 0.70",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.58"
"39686","MG1058_m54329U_210919_100542_24119538_ccs","taxid assigned","based on 10/10 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;1.00;0.75;0.75;0.56","Bacteria: 1.00","Candidatus Marinimicrobia: 0.75",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.56"
"39696","MG1058_m54329U_210919_100542_24183117_ccs","taxid assigned","based on 20/20 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;0.99;0.94;0.93;0.63","Bacteria: 0.99","Candidatus Marinimicrobia: 0.93",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.63"
"39706","MG1058_m54329U_210919_100542_24184023_ccs","taxid assigned","based on 8/10 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;1.00;1.00;1.00;0.92","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.92"
"39710","MG1058_m54329U_210919_100542_24184593_ccs","taxid assigned","based on 6/6 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;0.96;0.96;0.96;0.61","Bacteria: 0.96","Candidatus Marinimicrobia: 0.96",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.61"
"39727","MG1058_m54329U_210919_100542_24248427_ccs","taxid assigned","based on 17/17 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;0.91;0.91;0.91;0.55","Bacteria: 0.91","Candidatus Marinimicrobia: 0.91",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.55"
"39762","MG1058_m54329U_210919_100542_2425280_ccs","taxid assigned","based on 6/24 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.83;0.83;0.83","Bacteria: 1.00","Candidatus Marinimicrobia: 0.83",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.83"
"39778","MG1058_m54329U_210919_100542_2426371_ccs","taxid assigned","based on 20/20 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.90;0.90;0.90","Bacteria: 1.00","Candidatus Marinimicrobia: 0.90",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.90"
"39783","MG1058_m54329U_210919_100542_2426527_ccs","taxid assigned","based on 9/10 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;1.00;0.91;0.85;0.85","Bacteria: 1.00","Candidatus Marinimicrobia: 0.85",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.85"
"39784","MG1058_m54329U_210919_100542_2426627_ccs","taxid assigned","based on 7/7 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;0.91;0.91;0.91;0.91","Bacteria: 0.91","Candidatus Marinimicrobia: 0.91",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.91"
"39792","MG1058_m54329U_210919_100542_24314057_ccs","taxid assigned","based on 11/13 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.84;0.84;0.61","Bacteria: 1.00","Candidatus Marinimicrobia: 0.84",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.61"
"39796","MG1058_m54329U_210919_100542_24314805_ccs","taxid assigned","based on 12/12 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;1.00;1.00","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 1.00"
"39828","MG1058_m54329U_210919_100542_24380684_ccs","taxid assigned","based on 13/16 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;0.94;0.65;0.61;0.61","Bacteria: 0.94","Candidatus Marinimicrobia: 0.61",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.61"
"39845","MG1058_m54329U_210919_100542_24445314_ccs","taxid assigned","based on 25/25 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;1.00;0.88;0.88;0.61","Bacteria: 1.00","Candidatus Marinimicrobia: 0.88",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.61"
"39848","MG1058_m54329U_210919_100542_24445585_ccs","taxid assigned","based on 11/11 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;1.00;1.00","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 1.00"
"39851","MG1058_m54329U_210919_100542_24445907_ccs","taxid assigned","based on 12/13 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;1.00;1.00","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 1.00"
"39863","MG1058_m54329U_210919_100542_24447056_ccs","taxid assigned","based on 8/8 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;1.00;1.00","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 1.00"
"39895","MG1058_m54329U_210919_100542_24576463_ccs","taxid assigned","based on 13/13 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;1.00;1.00","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 1.00"
"39903","MG1058_m54329U_210919_100542_24577151_ccs","taxid assigned","based on 17/20 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;0.97;0.87;0.87;0.87","Bacteria: 0.97","Candidatus Marinimicrobia: 0.87",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.87"
"39905","MG1058_m54329U_210919_100542_24577259_ccs","taxid assigned","based on 28/28 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.97;0.97;0.97","Bacteria: 1.00","Candidatus Marinimicrobia: 0.97",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.97"
"39907","MG1058_m54329U_210919_100542_24577542_ccs","taxid assigned","based on 9/9 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;1.00;1.00;1.00;0.52","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.52"
"39916","MG1058_m54329U_210919_100542_24578309_ccs","taxid assigned","based on 18/19 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;0.94;0.70;0.64;0.64","Bacteria: 0.94","Candidatus Marinimicrobia: 0.64",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.64"
"39923","MG1058_m54329U_210919_100542_24641605_ccs","taxid assigned","based on 11/11 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;1.00;1.00","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 1.00"
"39927","MG1058_m54329U_210919_100542_24642172_ccs","taxid assigned","based on 28/29 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;0.86;0.71;0.71;0.61","Bacteria: 0.86","Candidatus Marinimicrobia: 0.71",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.61"
"39936","MG1058_m54329U_210919_100542_24643465_ccs","taxid assigned","based on 11/15 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;0.95;0.65;0.65;0.65","Bacteria: 0.95","Candidatus Marinimicrobia: 0.65",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.65"
"39949","MG1058_m54329U_210919_100542_24707633_ccs","taxid assigned","based on 4/4 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;1.00;0.87","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.87"
"39951","MG1058_m54329U_210919_100542_24707677_ccs","taxid assigned","based on 3/3 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;1.00;1.00;1.00;1.00","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 1.00"
"39954","MG1058_m54329U_210919_100542_24707859_ccs","taxid assigned","based on 12/13 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.60;0.53;0.53","Bacteria: 1.00","Candidatus Marinimicrobia: 0.53",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.53"
"39956","MG1058_m54329U_210919_100542_24708091_ccs","taxid assigned","based on 9/10 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;1.00;1.00;1.00;0.70","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.70"
"39961","MG1058_m54329U_210919_100542_24708576_ccs","taxid assigned","based on 16/19 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;0.87;0.87;0.87;0.87","Bacteria: 0.87","Candidatus Marinimicrobia: 0.87",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.87"
"39981","MG1058_m54329U_210919_100542_24773273_ccs","taxid assigned","based on 9/9 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;0.87;0.77;0.77;0.54","Bacteria: 0.87","Candidatus Marinimicrobia: 0.77",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.54"
"39991","MG1058_m54329U_210919_100542_24774434_ccs","taxid assigned","based on 24/24 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.72;0.72;0.72","Bacteria: 1.00","Candidatus Marinimicrobia: 0.72",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.72"
"39996","MG1058_m54329U_210919_100542_24775076_ccs","taxid assigned","based on 10/11 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;0.90;0.86;0.86;0.86","Bacteria: 0.90","Candidatus Marinimicrobia: 0.86",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.86"
"40018","MG1058_m54329U_210919_100542_24839676_ccs","taxid assigned","based on 22/22 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;1.00;1.00","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 1.00"
"40019","MG1058_m54329U_210919_100542_24839710_ccs","taxid assigned","based on 11/11 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;1.00;1.00","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 1.00"
"40025","MG1058_m54329U_210919_100542_24840611_ccs","taxid assigned","based on 12/13 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;0.95;0.82;0.79;0.79","Bacteria: 0.95","Candidatus Marinimicrobia: 0.79",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.79"
"40033","MG1058_m54329U_210919_100542_24904074_ccs","taxid assigned","based on 24/24 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;1.00;1.00","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 1.00"
"40038","MG1058_m54329U_210919_100542_24904409_ccs","taxid assigned","based on 7/7 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.95;0.89;0.89","Bacteria: 1.00","Candidatus Marinimicrobia: 0.89",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.89"
"40046","MG1058_m54329U_210919_100542_24905184_ccs","taxid assigned","based on 10/10 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.82;0.82;0.82","Bacteria: 1.00","Candidatus Marinimicrobia: 0.82",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.82"
"40072","MG1058_m54329U_210919_100542_2492079_ccs","taxid assigned","based on 8/8 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;0.69;0.54;0.54;0.54","Bacteria: 0.69","Candidatus Marinimicrobia: 0.54",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.54"
"40079","MG1058_m54329U_210919_100542_2492933_ccs","taxid assigned","based on 9/18 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.97;0.97;0.84","Bacteria: 1.00","Candidatus Marinimicrobia: 0.97",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.84"
"40080","MG1058_m54329U_210919_100542_2493038_ccs","taxid assigned","based on 13/13 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;0.91;0.88;0.88;0.88","Bacteria: 0.91","Candidatus Marinimicrobia: 0.88",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.88"
"40094","MG1058_m54329U_210919_100542_24971521_ccs","taxid assigned","based on 10/11 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;1.00;1.00","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 1.00"
"40106","MG1058_m54329U_210919_100542_25035585_ccs","taxid assigned","based on 24/24 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.95;0.95;0.95","Bacteria: 1.00","Candidatus Marinimicrobia: 0.95",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.95"
"40109","MG1058_m54329U_210919_100542_25035894_ccs","taxid assigned","based on 8/8 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.55;0.55;0.55","Bacteria: 1.00","Candidatus Marinimicrobia: 0.55",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.55"
"40114","MG1058_m54329U_210919_100542_25036406_ccs","taxid assigned","based on 4/5 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;1.00;0.86","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.86"
"40123","MG1058_m54329U_210919_100542_25037334_ccs","taxid assigned","based on 5/5 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;0.96;0.96;0.96;0.86","Bacteria: 0.96","Candidatus Marinimicrobia: 0.96",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.86"
"40149","MG1058_m54329U_210919_100542_25102445_ccs","taxid assigned","based on 8/9 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;0.90;0.54;0.54;0.51","Bacteria: 0.90","Candidatus Marinimicrobia: 0.54",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.51"
"40163","MG1058_m54329U_210919_100542_25166529_ccs","taxid assigned","based on 20/20 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;0.72;0.68;0.68;0.68","Bacteria: 0.72","Candidatus Marinimicrobia: 0.68",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.68"
"40164","MG1058_m54329U_210919_100542_25166536_ccs","taxid assigned","based on 26/28 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.68;0.66;0.66","Bacteria: 1.00","Candidatus Marinimicrobia: 0.66",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.66"
"40184","MG1058_m54329U_210919_100542_25231865_ccs","taxid assigned","based on 7/8 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.83;0.83;0.61","Bacteria: 1.00","Candidatus Marinimicrobia: 0.83",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.61"
"40185","MG1058_m54329U_210919_100542_25231868_ccs","taxid assigned","based on 8/10 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;0.94;0.94;0.94;0.70","Bacteria: 0.94","Candidatus Marinimicrobia: 0.94",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.70"
"40187","MG1058_m54329U_210919_100542_25231962_ccs","taxid assigned","based on 13/16 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;0.97;0.67;0.67;0.51","Bacteria: 0.97","Candidatus Marinimicrobia: 0.67",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.51"
"40191","MG1058_m54329U_210919_100542_25232297_ccs","taxid assigned","based on 7/7 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;1.00;1.00;1.00;0.54","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.54"
"40197","MG1058_m54329U_210919_100542_25232925_ccs","taxid assigned","based on 15/15 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.99;0.99;0.99","Bacteria: 1.00","Candidatus Marinimicrobia: 0.99",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.99"
"40234","MG1058_m54329U_210919_100542_25299442_ccs","taxid assigned","based on 7/7 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;1.00;1.00","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 1.00"
"40235","MG1058_m54329U_210919_100542_25299661_ccs","taxid assigned","based on 11/13 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;1.00;1.00","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 1.00"
"40242","MG1058_m54329U_210919_100542_25363035_ccs","taxid assigned","based on 12/12 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;1.00;1.00","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 1.00"
"40257","MG1058_m54329U_210919_100542_25365317_ccs","taxid assigned","based on 5/5 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;1.00;1.00;1.00","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 1.00"
"40265","MG1058_m54329U_210919_100542_25429038_ccs","taxid assigned","based on 16/16 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.70;0.67;0.59","Bacteria: 1.00","Candidatus Marinimicrobia: 0.67",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.59"
"40267","MG1058_m54329U_210919_100542_25429617_ccs","taxid assigned","based on 9/9 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;1.00;1.00;1.00;0.62","Bacteria: 1.00","Candidatus Marinimicrobia: 1.00",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.62"
"40278","MG1058_m54329U_210919_100542_25493809_ccs","taxid assigned","based on 6/6 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;1.00;0.97;0.97;0.88","Bacteria: 1.00","Candidatus Marinimicrobia: 0.97",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.88"
"40284","MG1058_m54329U_210919_100542_25494362_ccs","taxid assigned","based on 12/12 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.85;0.85;0.85","Bacteria: 1.00","Candidatus Marinimicrobia: 0.85",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.85"
"40285","MG1058_m54329U_210919_100542_25494433_ccs","taxid assigned","based on 31/35 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;0.95;0.89;0.89;0.81","Bacteria: 0.95","Candidatus Marinimicrobia: 0.89",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.81"
"40313","MG1058_m54329U_210919_100542_25560088_ccs","taxid assigned","based on 8/10 ORFs","1;131567;2;1783270;62680;2026760","1.00;1.00;1.00;0.98;0.98;0.98","Bacteria: 1.00","Candidatus Marinimicrobia: 0.98",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium: 0.98"
"40325","MG1058_m54329U_210919_100542_25560880_ccs","taxid assigned","based on 15/17 ORFs","1;131567;2;1783270;62680;2483458","1.00;1.00;1.00;0.99;0.99;0.85","Bacteria: 1.00","Candidatus Marinimicrobia: 0.99",NA,NA,NA,NA,"Candidatus Marinimicrobia bacterium PRS2: 0.85"
