"","gene_callers_id","COG20_FUNCTION","COG20_CATEGORY","COG20_PATHWAY","plasmid"
"743",135,"ABC-type guanosine uptake system NupNOPQ, permease component NupP (NupP) (PUBMED:21926227)","Nucleotide transport and metabolism",NA,"plasmid2_sulf2"
"744",136,"Lipoprotein Med, regulator of KinD/Spo0A, PBP1-ABC superfamily, includes NupN (Med) (PDB:2FQW) (PUBMED:21622736)","Signal transduction mechanisms",NA,"plasmid2_sulf2"
"745",137,"DNA-binding transcriptional regulator, LysR family (LysR) (PDB:2FYI)","Transcription",NA,"plasmid2_sulf2"
"746",138,"Asp-tRNAAsn/Glu-tRNAGln amidotransferase A subunit or related amidase (GatA) (PDB:3H0L)","Translation, ribosomal structure and biogenesis","Aminoacyl-tRNA synthetases","plasmid2_sulf2"
"747",141,"Magnetosome formation protein MamQ, lipoprotein antigen LemA family (LemA) (PDB:2ETD) (PUBMED:14638756;20212111;26884433)","Cell wall/membrane/envelope biogenesis",NA,"plasmid2_sulf2"
"748",142,"Uncharacterized membrane protein","Function unknown",NA,"plasmid2_sulf2"
"749",143,"Acyl-CoA dehydrogenase related to the alkylation response protein AidB (CaiA) (PDB:1BUC)","Lipid transport and metabolism","Fatty acid biosynthesis","plasmid2_sulf2"
"750",144,"NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family (FabG) (PDB:6L1H)","Lipid transport and metabolism","Fatty acid biosynthesis","plasmid2_sulf2"
"751",145,"Predicted  kinase, aminoglycoside phosphotransferase (APT) family (YcbJ)","General function prediction only",NA,"plasmid2_sulf2"
"752",146,"DNA-binding protein, AcrR family, includes nucleoid occlusion protein SlmA (AcrR) (PDB:2QOP)","Transcription",NA,"plasmid2_sulf2"
"753",147,"Predicted  kinase, aminoglycoside phosphotransferase (APT) family (YcbJ)","General function prediction only",NA,"plasmid2_sulf2"
"754",148,"NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family (FabG) (PDB:6L1H)","Lipid transport and metabolism","Fatty acid biosynthesis","plasmid2_sulf2"
"755",149,"Crotonobetainyl-CoA:carnitine CoA-transferase CaiB and related acyl-CoA transferases (CaiB) (PDB:1P5H)","Lipid transport and metabolism",NA,"plasmid2_sulf2"
"756",150,"Acyl-CoA dehydrogenase related to the alkylation response protein AidB (CaiA) (PDB:1BUC)","Lipid transport and metabolism","Fatty acid biosynthesis","plasmid2_sulf2"
"757",151,"Enoyl-CoA hydratase/carnithine racemase (CaiD) (PDB:1DCI)","Lipid transport and metabolism","Fatty acid biosynthesis","plasmid2_sulf2"
"758",152,"NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family (FabG) (PDB:6L1H)","Lipid transport and metabolism","Fatty acid biosynthesis","plasmid2_sulf2"
"759",153,"NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family (FabG) (PDB:6L1H)","Lipid transport and metabolism","Fatty acid biosynthesis","plasmid2_sulf2"
"760",154,"Acetyl-CoA acetyltransferase (PaaJ) (PDB:1AFW)","Lipid transport and metabolism","Fatty acid biosynthesis","plasmid2_sulf2"
"761",155,"TRAP-type C4-dicarboxylate transport system, large permease component (DctQ)","Carbohydrate transport and metabolism",NA,"plasmid2_sulf2"
"762",156,"TRAP-type C4-dicarboxylate transport system, small permease component YiaM (DctM)","Carbohydrate transport and metabolism",NA,"plasmid2_sulf2"
"763",157,"TRAP-type C4-dicarboxylate transport system, periplasmic component (DctP) (PDB:2CEX)","Carbohydrate transport and metabolism",NA,"plasmid2_sulf2"
"764",158,"Acetyl-CoA acetyltransferase (PaaJ) (PDB:1AFW)","Lipid transport and metabolism","Fatty acid biosynthesis","plasmid2_sulf2"
"765",159,"Enoyl-CoA hydratase/carnithine racemase (CaiD) (PDB:1DCI)","Lipid transport and metabolism","Fatty acid biosynthesis","plasmid2_sulf2"
"766",160,"Enoyl-CoA hydratase/carnithine racemase (CaiD) (PDB:1DCI)","Lipid transport and metabolism","Fatty acid biosynthesis","plasmid2_sulf2"
"767",161,"Acyl-CoA dehydrogenase related to the alkylation response protein AidB (CaiA) (PDB:1BUC)","Lipid transport and metabolism","Fatty acid biosynthesis","plasmid2_sulf2"
"768",163,"Predicted  kinase, aminoglycoside phosphotransferase (APT) family (YcbJ)","General function prediction only",NA,"plasmid2_sulf2"
"769",164,"O-succinylbenzoic acid-CoA ligase MenE or related acyl-CoA synthetase (AMP-forming) (MenE/FadK) (PDB:5EY9) (PUBMED:25151136;27455459)","Lipid transport and metabolism","Menaquinone biosynthesis","plasmid2_sulf2"
"770",165,"DNA-binding protein, AcrR family, includes nucleoid occlusion protein SlmA (AcrR) (PDB:2QOP)","Transcription",NA,"plasmid2_sulf2"
"771",166,"Acyl-CoA dehydrogenase related to the alkylation response protein AidB (CaiA) (PDB:1BUC)","Lipid transport and metabolism","Fatty acid biosynthesis","plasmid2_sulf2"
"772",167,"Acyl-CoA dehydrogenase related to the alkylation response protein AidB (CaiA) (PDB:1BUC)","Lipid transport and metabolism","Fatty acid biosynthesis","plasmid2_sulf2"
"773",168,"Enoyl-CoA hydratase/carnithine racemase (CaiD) (PDB:1DCI)","Lipid transport and metabolism","Fatty acid biosynthesis","plasmid2_sulf2"
"774",169,"NAD(P)H-dependent flavin oxidoreductase YrpB, nitropropane dioxygenase family (YrpB)","General function prediction only",NA,"plasmid2_sulf2"
"775",170,"Acyl-CoA dehydrogenase related to the alkylation response protein AidB (CaiA) (PDB:1BUC)","Lipid transport and metabolism","Fatty acid biosynthesis","plasmid2_sulf2"
"776",171,"O-succinylbenzoic acid-CoA ligase MenE or related acyl-CoA synthetase (AMP-forming) (MenE/FadK) (PDB:5EY9) (PUBMED:25151136;27455459)","Lipid transport and metabolism","Menaquinone biosynthesis","plasmid2_sulf2"
"777",172,"Quinol monooxygenase YgiN (YgiN) (PDB:1R6Y) (PUBMED:15613473)","Energy production and conversion",NA,"plasmid2_sulf2"
"778",173,"Transposase (or an inactivated derivative) (IS285)","Mobilome: prophages, transposons",NA,"plasmid2_sulf2"
"779",174,"Choline dehydrogenase or related flavoprotein (BetA) (PDB:1B4V)","Lipid transport and metabolism!!!General function prediction only","Non-phosphorylated Entner-Doudoroff pathway","plasmid2_sulf2"
"780",175,"O-succinylbenzoic acid-CoA ligase MenE or related acyl-CoA synthetase (AMP-forming) (MenE/FadK) (PDB:5EY9) (PUBMED:25151136;27455459)","Lipid transport and metabolism","Menaquinone biosynthesis","plasmid2_sulf2"
"781",176,"Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase (AdhE) (PDB:1A4S)","Lipid transport and metabolism","Proline degradation","plasmid2_sulf2"
"782",177,"DNA-binding protein, AcrR family, includes nucleoid occlusion protein SlmA (AcrR) (PDB:2QOP)","Transcription",NA,"plasmid2_sulf2"
"783",178,"TRAP-type C4-dicarboxylate transport system, periplasmic component (DctP) (PDB:2CEX)","Carbohydrate transport and metabolism",NA,"plasmid2_sulf2"
"784",180,"Transposase","Mobilome: prophages, transposons",NA,"plasmid2_sulf2"
"785",181,"Transposase InsO and inactivated derivatives (Tra5)!!!Transposase InsE and inactivated derivatives (InsE) (PDB:2JN6) (PUBMED:23818957)","Mobilome: prophages, transposons!!!Mobilome: prophages, transposons",NA,"plasmid2_sulf2"
"786",182,"ABC-type glutathione transport system ATPase component, contains duplicated ATPase domain (GsiA)","Posttranslational modification, protein turnover, chaperones",NA,"plasmid2_sulf2"
"787",183,"ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component (DppD) (PDB:4FWI)","Amino acid transport and metabolism!!!Inorganic ion transport and metabolism",NA,"plasmid2_sulf2"
"788",184,"ABC-type dipeptide/oligopeptide/nickel transport system, permease component (DppC)","Amino acid transport and metabolism!!!Inorganic ion transport and metabolism",NA,"plasmid2_sulf2"
"789",185,"ABC-type dipeptide/oligopeptide/nickel transport system, permease component (DppB)","Amino acid transport and metabolism!!!Inorganic ion transport and metabolism",NA,"plasmid2_sulf2"
"790",186,"ABC-type transport system, periplasmic component (DdpA) (PDB:3RQT)","Amino acid transport and metabolism",NA,"plasmid2_sulf2"
"791",187,"RNA degradosome component RraA (regulator of RNase E activity) (RraA) (PDB:1J3L) (PUBMED:20471400)","Translation, ribosomal structure and biogenesis",NA,"plasmid2_sulf2"
"792",188,"Enamine deaminase RidA, house cleaning of reactive enamine intermediates, YjgF/YER057c/UK114 family (RidA) (PDB:1J7H) (PUBMED:22094463;32205462)","Defense mechanisms","Pyrimidine degradation","plasmid2_sulf2"
"793",189,"DNA-binding transcriptional regulator, LysR family (LysR) (PDB:2FYI)","Transcription",NA,"plasmid2_sulf2"
"794",190,"Ornithine cyclodeaminase/archaeal alanine dehydrogenase, mu-crystallin family (OCDMu) (PDB:2I99)","Amino acid transport and metabolism","Proline biosynthesis","plasmid2_sulf2"
"795",191,"Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase or related deacylase (ArgE) (PDB:1CG2)","Amino acid transport and metabolism","Arginine biosynthesis","plasmid2_sulf2"
"796",192,"TRAP-type C4-dicarboxylate transport system, large permease component (DctQ)","Carbohydrate transport and metabolism",NA,"plasmid2_sulf2"
"797",193,"TRAP-type C4-dicarboxylate transport system, small permease component YiaM (DctM)","Carbohydrate transport and metabolism",NA,"plasmid2_sulf2"
"798",194,"Cupin domain protein related to quercetin dioxygenase (QdoI) (PDB:2H0V)","General function prediction only",NA,"plasmid2_sulf2"
"799",195,"TRAP-type C4-dicarboxylate transport system, periplasmic component (DctP) (PDB:2CEX)","Carbohydrate transport and metabolism",NA,"plasmid2_sulf2"
"800",196,"DNA polymerase III, alpha subunit (DnaE) (PDB:2HNH)","Replication, recombination and repair",NA,"plasmid2_sulf2"
"801",197,"Nucleotidyltransferase/DNA polymerase DinP involved in DNA repair (DinP) (PDB:4R8U) (PUBMED:16544291)","Replication, recombination and repair",NA,"plasmid2_sulf2"
"802",198,"Uncharacterized conserved protein","Function unknown",NA,"plasmid2_sulf2"
"803",199,"Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase or related deacylase (ArgE) (PDB:1CG2)","Amino acid transport and metabolism","Arginine biosynthesis","plasmid2_sulf2"
"804",200,"Metal-dependent amidase/aminoacylase/carboxypeptidase (AbgB) (PDB:3RAM) (PUBMED:17307853)","General function prediction only","Lysine biosynthesis","plasmid2_sulf2"
"805",201,"ABC-type glutathione transport system ATPase component, contains duplicated ATPase domain (GsiA)","Posttranslational modification, protein turnover, chaperones",NA,"plasmid2_sulf2"
"806",202,"ABC-type dipeptide/oligopeptide/nickel transport system, permease component (DppC)","Amino acid transport and metabolism!!!Inorganic ion transport and metabolism",NA,"plasmid2_sulf2"
"807",203,"ABC-type dipeptide/oligopeptide/nickel transport system, permease component (DppB)","Amino acid transport and metabolism!!!Inorganic ion transport and metabolism",NA,"plasmid2_sulf2"
"808",204,"ABC-type transport system, periplasmic component (DdpA) (PDB:3RQT)","Amino acid transport and metabolism",NA,"plasmid2_sulf2"
"809",205,"Microcystin degradation protein MlrC, contains DUF1485 domain (PDB:3IUU)","General function prediction only",NA,"plasmid2_sulf2"
"810",206,"DNA-binding transcriptional regulator, IclR family (IclR) (PDB:1MKM)","Transcription",NA,"plasmid2_sulf2"
"811",2,"ParA-like ATPase involved in chromosome/plasmid partitioning or cellulose biosynthesis protein BcsQ (ParA) (PDB:6NOO)","Cell cycle control, cell division, chromosome partitioning!!!Cell motility",NA,"plasmid3_sulf2"
"812",3,"Chromosome segregation protein Spo0J, contains ParB-like nuclease domain (Spo0J) (PDB:1R71)","Cell cycle control, cell division, chromosome partitioning",NA,"plasmid3_sulf2"
"813",4,"Post-segregation antitoxin (ccd killing mechanism protein) encoded by the F plasmid (PDB:2ADL)","Mobilome: prophages, transposons",NA,"plasmid3_sulf2"
"814",6,"Glutathione S-transferase (GstA) (PDB:1A0F)","Posttranslational modification, protein turnover, chaperones",NA,"plasmid3_sulf2"
"815",7,"NADP-dependent 3-hydroxy acid dehydrogenase YdfG (YdfG) (PDB:3P19)","Energy production and conversion","Pyrimidine degradation","plasmid3_sulf2"
"816",8,"Acetolactate synthase large subunit or other thiamine pyrophosphate-requiring enzyme (IlvB) (PDB:1BFD)","Amino acid transport and metabolism!!!Coenzyme transport and metabolism","Isoleucine, leucine, valine biosynthesis","plasmid3_sulf2"
"817",9,"Type IV pilus assembly protein PilF/PilW (PilF) (PDB:2VQ2) (PUBMED:16403447)!!!DNA-binding transcriptional regulator DnrI/AfsR/EmbR, SARP family, contains BTAD domain (DnrI) (PDB:2FEZ) (PUBMED:12625841)!!!TolB amino-terminal domain (function unknown) (TolBN) (PDB:1C5K) (PUBMED:10673426;24821816)","Cell motility!!!Extracellular structures!!!Transcription!!!Signal transduction mechanisms",NA,"plasmid3_sulf2"
"818",10,"Periplasmic deferrochelatase/peroxidase EfeB (EfeB) (PDB:2D3Q)","Inorganic ion transport and metabolism",NA,"plasmid3_sulf2"
"819",13,"Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase (AdhE) (PDB:1A4S)","Lipid transport and metabolism","Proline degradation","plasmid3_sulf2"
"820",14,"3-hydroxyisobutyrate dehydrogenase or related beta-hydroxyacid dehydrogenase (MmsB) (PDB:1I36)","Lipid transport and metabolism",NA,"plasmid3_sulf2"
"821",15,"TRAP-type C4-dicarboxylate transport system, periplasmic component (DctP) (PDB:2CEX)","Carbohydrate transport and metabolism",NA,"plasmid3_sulf2"
"822",16,"TRAP-type C4-dicarboxylate transport system, small permease component YiaM (DctM)","Carbohydrate transport and metabolism",NA,"plasmid3_sulf2"
"823",17,"TRAP-type C4-dicarboxylate transport system, large permease component (DctQ)","Carbohydrate transport and metabolism",NA,"plasmid3_sulf2"
"824",18,"DNA-directed RNA polymerase, sigma subunit (sigma70/sigma32) (RpoD) (PDB:1SIG)","Transcription","RNA polymerase","plasmid3_sulf2"
"825",20,"Flagellar hook-capping protein FlgD (FlgD) (PDB:6IEF)","Cell motility",NA,"plasmid3_sulf2"
"826",22,"Flagellar basal body L-ring protein FlgH (FlgH)","Cell motility",NA,"plasmid3_sulf2"
"827",23,"Flagellar basal body P-ring formation protein FlgA (FlgA) (PDB:3VJP)","Cell motility",NA,"plasmid3_sulf2"
"828",24,"Flagellar basal body rod protein FlgG (FlgG) (PDB:6JZR)","Cell motility",NA,"plasmid3_sulf2"
"829",25,"Flagellar basal body rod protein FlgG (FlgG) (PDB:6JZR)","Cell motility",NA,"plasmid3_sulf2"
"830",27,"Flagellar hook protein FlgE (FlgE) (PDB:3A69)","Cell motility",NA,"plasmid3_sulf2"
"831",28,"Flagellar hook-associated protein FlgK (FlgK) (PDB:2D4Y)","Cell motility",NA,"plasmid3_sulf2"
"832",29,"Flagellin and related hook-associated protein FlgL (FlgL) (PDB:1IO1)","Cell motility",NA,"plasmid3_sulf2"
"833",30,"DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain (OmpR) (PDB:1XHF)","Signal transduction mechanisms!!!Transcription",NA,"plasmid3_sulf2"
"834",31,"Flagellar basal body P-ring protein FlgI (FlgI)","Cell motility",NA,"plasmid3_sulf2"
"835",34,"Flagellin and related hook-associated protein FlgL (FlgL) (PDB:1IO1)","Cell motility",NA,"plasmid3_sulf2"
"836",35,"Flagellar biosynthesis/type III secretory pathway ATPase FliI (FliI) (PDB:5B0O)","Cell motility!!!Intracellular trafficking, secretion, and vesicular transport",NA,"plasmid3_sulf2"
"837",36,"Flagellar basal body rod protein FlgB (FlgB)","Cell motility",NA,"plasmid3_sulf2"
"838",37,"Flagellar basal body rod protein FlgC (FlgC)","Cell motility",NA,"plasmid3_sulf2"
"839",38,"Flagellar hook-basal body complex protein FliE (FliE)","Cell motility",NA,"plasmid3_sulf2"
"840",39,"Flagellar biosynthesis protein FliQ (FliQ) (PDB:6F2D)","Cell motility",NA,"plasmid3_sulf2"
"841",40,"Soluble lytic murein transglycosylase or regulatory protein s ( may contain LysM/invasin domain) (MltE) (PDB:153L)","Cell wall/membrane/envelope biogenesis",NA,"plasmid3_sulf2"
"842",41,"Flagellar biosynthesis protein FlhA (FlhA) (PDB:6AI0)","Cell motility",NA,"plasmid3_sulf2"
"843",42,"Flagellar biosynthesis protein FliR (FliR) (PDB:6S3R)","Cell motility",NA,"plasmid3_sulf2"
"844",43,"Flagellar biosynthesis protein FlhB (FlhB) (PDB:6S3L)","Cell motility",NA,"plasmid3_sulf2"
"845",44,"Flagellar motility protein MotE, a chaperone for MotC folding (MotE) (PUBMED:15101977)","Cell motility",NA,"plasmid3_sulf2"
"846",46,"Flagellar motor switch protein FliM (FliM) (PDB:2HP7)","Cell motility",NA,"plasmid3_sulf2"
"847",47,"Flagellar basal body-associated protein FliL (FliL)","Cell motility",NA,"plasmid3_sulf2"
"848",48,"Flagellar biosynthesis/type III secretory pathway M-ring protein FliF/YscJ (FliF) (PDB:6SCN)","Cell motility!!!Intracellular trafficking, secretion, and vesicular transport",NA,"plasmid3_sulf2"
"849",50,"Flagellar motor switch/type III secretory pathway protein FliN (FliN) (PDB:1O9Y)","Cell motility!!!Intracellular trafficking, secretion, and vesicular transport",NA,"plasmid3_sulf2"
"850",51,"Flagellar biosynthesis protein FliP (FliP) (PDB:5H72)","Cell motility",NA,"plasmid3_sulf2"
"851",52,"Flagellar motor switch protein FliG (FliG) (PDB:4FHR)","Cell motility",NA,"plasmid3_sulf2"
"852",54,"Flagellar biosynthesis regulator FlbT (FlbT)","Cell motility",NA,"plasmid3_sulf2"
"853",55,"Flagellar biosynthesis regulator FlaF (FlaF)","Cell motility",NA,"plasmid3_sulf2"
"854",57,"DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain (OmpR) (PDB:1XHF)","Signal transduction mechanisms!!!Transcription",NA,"plasmid3_sulf2"
"855",59,"Predicted transcriptional regulator (PDB:2JSP)","Transcription",NA,"plasmid3_sulf2"
"856",60,"Flagellar motor protein MotB (MotB)","Cell motility",NA,"plasmid3_sulf2"
"857",62,"Flagellar motor component MotA (MotA)","Cell motility",NA,"plasmid3_sulf2"
"858",64,"Sensor histidine kinase WalK (WalK) (PDB:4I5S)","Signal transduction mechanisms",NA,"plasmid3_sulf2"
"859",66,"Uncharacterized conserved protein, DUF1513 domain","Function unknown",NA,"plasmid3_sulf2"
"860",67,"Imelysin-like iron-regulated protein IrpA, duplicated M75 peptidase-like domain (IrpA2) (PUBMED:21799754)","General function prediction only",NA,"plasmid3_sulf2"
"861",68,"Uncharacterized conserved protein with two CxxC motifs, DUF1111 family","General function prediction only",NA,"plasmid3_sulf2"
